Accession, 129C  Sample  BR1, 129C  Sample  BR1, 129C  Sample  BR1, 131  Sample  BR1, 131  Sample  BR1
NP_065956.1,3.103258168,3.712419138,2.574466822,3.611963421,3.611963421
NP_065991.3,2.632768223,4.774859713,2.91075021,5.010539203,5.010539203
NP_065994.1,5.661869342,5.987304791,5.454662551,5.919654911,5.919654911
NP_066010.1,0.173336605,0.571255277,0,0.533280072,0.533280072
NP_066011.2,1.008842566,1.500433939,1.776100684,1.711090631,1.711090631
NP_066012.1,4.88568571,5.635323012,4.852451569,5.695547199,5.695547199
NP_066018.1,5.767982958,6.599547379,6.027325787,6.495955657,6.495955657
NP_066272.1,3.304750109,2.479872617,3.35057081,2.443186605,2.443186605
NP_066273.1,4.127532914,4.277442792,3.653418164,4.344096633,4.344096633
NP_066284.2,4.933511657,5.612592005,4.776100684,5.396494078,5.396494078
NP_066288.2,2.405468028,0.13786386,2.296932847,-0.092694146,-0.092694146
NP_066299.2,6.889594332,7.056694959,6.641632249,7.585348509,7.585348509
NP_066301.1,3.273908324,0.975453544,3.147356491,0.686576482,0.686576482
NP_066409.1,7.338026842,8.125507111,7.012426911,7.53877875,7.53877875
NP_066545.3,4.277167017,3.919435667,4.720144277,3.877038415,3.877038415
NP_066552.2,4.580970655,5.163279558,4.699621953,5.17091215,5.17091215
NP_066553.3,5.891839956,4.941742574,5.711970346,5.049368734,5.049368734
NP_066565.1,7.325840006,6.708415167,7.344635142,6.741946394,6.741946394
NP_066923.3,4.007099128,4.504021091,4.437414071,4.466242891,4.466242891
NP_066926.1,7.420036257,5.930842657,7.883715783,6.774338714,6.774338714
NP_066932.1,9.88658978,9.318389641,9.16897805,10.49113691,10.49113691
NP_066934.1,2.686043016,2.401870105,2.627578159,2.63324698,2.63324698
NP_066944.1,7.896821021,7.392478683,7.588487292,7.694214184,7.694214184
NP_066949.2,4.420609389,4.951040021,4.159429323,4.837470223,4.837470223
NP_066952.1,6.814890108,6.494609452,6.600160096,6.662932726,6.662932726
NP_066953.1,9.748297079,9.799608352,9.681291452,9.747196155,9.747196155
NP_066956.1,4.199907743,0,3.867248571,0,0
NP_066964.1,9.059309037,9.093400197,8.886442137,9.119354087,9.119354087
NP_066972.1,7.663426712,7.205258355,7.575593487,7.108912585,7.108912585
NP_066979.2,0.987780951,0,0,0,0
NP_066982.3,6.295048739,6.068282419,5.801360636,6.302532356,6.302532356
NP_066983.1,4.105704106,3.84814119,3.381821745,3.972575226,3.972575226
NP_066986.1,0,2.112363488,0,1.826457857,1.826457857
NP_066997.3,8.278522636,8.77264067,8.317954862,8.631335766,8.631335766
NP_067000.1,5.329027223,5.195395873,5.033898441,5.109455104,5.109455104
NP_067017.2,4.596126379,3.750111428,5.578968214,3.517423886,3.517423886
NP_067022.1,6.375460428,4.717144215,6.495712711,4.710017862,4.710017862
NP_067026.3,6.385057104,6.297109611,5.754375912,6.409439087,6.409439087
NP_067027.1,3.2854615,5.639534761,3.27490654,5.644053031,5.644053031
NP_067033.1,2.930985246,3.631875711,3.229818651,3.48266844,3.48266844
NP_067036.2,3.001856136,3.58843042,2.896394917,3.433686633,3.433686633
NP_067038.1,6.662976977,6.049994626,5.89819716,6.31921996,6.31921996
NP_067041.1,2.501469848,1.709805559,2.994005714,2.320157688,2.320157688
NP_067054.1,2.409433295,4.675056092,2.183276065,4.719466501,4.719466501
NP_067062.1,6.853483902,7.201571454,6.90896359,7.05226394,7.05226394
NP_067067.1,1.413387692,3.398222328,1.537940946,2.853266015,2.853266015
NP_067077.1,3.193406522,1.54803232,3.59238873,1.634755286,1.634755286
NP_067083.1,4.100808077,4.14682849,4.01408996,4.099521866,4.099521866
NP_067639.1,6.142698313,4.565484489,6.403555266,4.637014793,4.637014793
NP_067643.3,4.321681688,4.71584229,3.917874644,4.677641099,4.677641099
NP_067653.3,4.228993037,4.822966811,3.574466822,4.81003042,4.81003042
NP_068375.3,4.088906955,5.019386011,4.345295868,4.962250444,4.962250444
NP_068556.2,3.275357541,4.297164021,1.807127579,4.506137544,4.506137544
NP_068579.3,5.771324912,5.292477288,5.858018245,5.015034261,5.015034261
NP_068593.2,5.464785199,5.247346076,5.50992657,5.023119034,5.023119034
NP_068597.2,0,0.553873199,0,1.158644926,1.158644926
NP_068598.1,6.380940037,6.39217307,6.181797136,6.237447365,6.237447365
NP_068708.1,2.113017135,1.10243437,3.241223414,1.388805035,1.388805035
NP_068746.2,0.210173372,1.756140515,0,1.852618049,1.852618049
NP_068747.1,3.569793758,4.216608098,4.417445654,3.767522919,3.767522919
NP_068750.2,0,2.151410392,0,1.939394492,1.939394492
NP_068759.2,4.519926753,4.805477541,4.177351231,4.69581817,4.69581817
NP_068762.1,0.326582865,0,0.952978446,0,0
NP_068778.1,1.575098873,1.141747294,2.159429323,1.212160436,1.212160436
NP_068779.1,3.731097377,2.372426327,4.229818651,2.464547597,2.464547597
NP_068780.2,4.338763452,3.777202131,4.97705258,3.865843518,3.865843518
NP_068810.3,5.817565856,5.713968713,5.79750316,5.625302395,5.625302395
NP_068813.1,0.834991862,3.723150379,0.05989365,3.438444438,3.438444438
NP_068817.1,5.531191919,5.081484472,5.892783664,4.968244823,4.968244823
NP_071324.1,1.066899668,2.172444092,1.952978446,2.05318072,2.05318072
NP_071327.2,4.17760551,4.497406247,3.627578159,4.335542851,4.335542851
NP_071330.3,4.631354232,1.900651051,4.623226134,1.418880699,1.418880699
NP_071334.1,6.616994694,7.631810995,6.564287042,7.475584172,7.475584172
NP_071335.1,3.346712205,3.371599804,3.361063184,3.391930168,3.391930168
NP_071344.1,3.805705115,5.478241857,3.859869041,5.367418043,5.367418043
NP_071353.4,2.54657679,3.17528871,2.252538727,2.980900777,2.980900777
NP_071354.2,3.28618051,1.777514166,3.206735038,1.80115845,1.80115845
NP_071378.1,-0.814279672,-1.207586959,0,-0.588139729,-0.588139729
NP_071381.1,4.296209215,4.514916496,4.171401965,4.389251898,4.389251898
NP_071384.1,2.706599198,3.851998269,0.422463728,3.358089015,3.358089015
NP_071398.3,0.600757828,0,0,0,0
NP_071409.3,4.753627665,3.897783439,3.91075021,3.675261169,3.675261169
NP_071411.1,0.365204159,3.843379815,0,3.831070268,3.831070268
NP_071413.1,3.733735328,0.51547782,3.098028778,1.255942128,1.255942128
NP_071415.1,6.589515332,6.400959025,6.209640769,6.377757152,6.377757152
NP_071436.1,2.532101467,3.259906933,1.980459182,3.494346868,3.494346868
NP_071440.1,3.860802791,4.719419759,3.874590546,4.662008455,4.662008455
NP_071446.2,5.573627185,4.91220694,5.647001422,5.01474468,5.01474468
NP_071496.1,7.7979115,7.466387587,7.637322478,7.403783021,7.403783021
NP_071505.2,6.414703419,6.191537304,6.47895092,6.181464317,6.181464317
NP_071735.2,2.559719444,0.690051325,3.381821745,0.621123421,0.621123421
NP_071741.2,6.572890778,6.956562305,6.458331977,6.955891717,6.955891717
NP_071745.1,3.086019502,3.425159314,3.618860942,3.223732245,3.223732245
NP_071751.3,6.326582864,6.179427083,6.28733769,6.120464745,6.120464745
NP_071760.2,4.053870141,4.198312177,3.720144277,4.232973118,4.232973118
NP_071761.1,4.663530477,4.748998053,4.724213942,4.826127834,4.826127834
NP_071766.2,1.885211217,0,0.952978446,0,0
NP_071896.8,6.063233883,6.516880174,6.388248014,6.513124969,6.513124969
NP_071898.2,1.237196546,2.324542096,1.461992093,2.409218778,2.409218778
NP_071904.4,4.622841057,5.16828561,4.578968214,5.014889478,5.014889478
NP_071905.3,3.467640451,3.878712889,3.720144277,3.798469362,3.798469362
NP_071908.2,1.132339232,2.684737525,0.952978446,2.728147322,2.728147322
NP_071933.2,4.72288894,4.078575174,4.618860941,4.080555039,4.080555039
NP_071935.1,5.256036257,4.864536467,5.42746441,4.700686966,4.700686966
NP_071938.1,3.330073539,3.266146588,3.296932847,2.787662607,2.787662607
NP_071941.1,1.548975286,1.77626562,2.402285847,1.526796038,1.526796038
NP_071942.1,2.26372284,2.445724394,1.610090732,2.505519379,2.505519379
NP_072045.1,8.292031599,7.95029635,8.853845254,7.782760277,7.782760277
NP_072047.4,1.918981954,2.35329547,1.340001568,2.15654646,2.15654646
NP_072097.2,2.737420375,4.975317536,3.528663132,4.933278777,4.933278777
NP_073567.1,5.23961141,5.193175533,4.736354504,5.311224563,5.311224563
NP_073568.2,6.923841465,7.593091367,7.113625633,7.283547682,7.283547682
NP_073570.1,5.767339386,4.99356349,5.722180545,5.087455918,5.087455918
NP_073572.2,5.386147418,4.578973601,4.724213942,4.720709821,4.720709821
NP_073573.2,0.596126379,2.039300026,0,2.410980311,2.410980311
NP_073581.2,4.53694273,4.252069222,4.252538727,4.48622368,4.48622368
NP_073582.3,2.918054474,3.126150439,2.59238873,3.117703348,3.117703348
NP_073591.2,6.340148994,6.280748441,6.258163277,6.274867978,6.274867978
NP_073593.2,2.217730724,1.162921318,1.952978446,1.25004956,1.25004956
NP_073600.3,4.947214736,3.922824929,4.803285513,3.955476862,3.955476862
NP_073605.4,6.175763668,6.987068718,6.417445654,6.822492591,6.822492591
NP_073606.3,1.286899163,0.202501326,1.776100684,0.232226058,0.232226058
NP_073607.2,4.859112462,4.474878594,4.618860941,4.807023412,4.807023412
NP_073613.2,3.271005516,4.070448724,3.63624302,4.104428997,4.104428997
NP_073615.2,2.473965297,0,2.361063184,0,0
NP_073616.6,2.260799445,1.826590158,2.461992093,1.894771501,1.894771501
NP_073617.1,3.790582387,3.763090231,4.040441287,3.706794762,3.706794762
NP_073713.2,6.765471403,7.003067709,6.359755803,6.935116215,6.935116215
NP_073738.2,0,3.654137322,0,3.400378708,3.400378708
NP_073741.2,1.304040295,2.925080021,1.537940946,2.124697594,2.124697594
NP_073742.2,3.951527051,5.285912111,3.461992094,5.204944097,5.204944097
NP_073750.2,0,4.430923344,0,4.194371123,4.194371123
NP_074036.1,5.099376933,4.133482465,4.776100684,4.246601081,4.246601081
NP_075050.3,4.03858991,2.487522131,3.799433187,2.021246246,2.021246246
NP_075054.3,-0.107215562,3.282948007,0,3.259857178,3.259857178
NP_075060.1,1.957407302,2.082368747,1.711970346,2.056560718,2.056560718
NP_075066.1,2.861285378,4.693693242,3.881895347,4.26814155,4.26814155
NP_075067.2,1.784997426,2.620788662,1.537940946,2.719644184,2.719644184
NP_075068.2,5.886752748,6.19188851,5.946025685,6.217643459,6.217643459
NP_075069.3,0.915268451,2.879294503,1.500466241,2.640772792,2.640772792
NP_075384.3,6.344729119,5.222693732,6.349253882,5.181270801,5.181270801
NP_075385.1,5.614992937,5.686732494,5.22120552,6.440386301,6.440386301
NP_075391.3,5.179541753,4.427149514,5.135181777,4.18590804,4.18590804
NP_075447.1,4.225623565,4.504398168,4.32400109,4.469627515,4.469627515
NP_075565.2,5.660067619,5.603204738,6.050200253,5.646204562,5.646204562
NP_075566.2,3.855968017,4.426353763,3.296932847,4.235709028,4.235709028
NP_075567.2,4.372670487,4.722826361,3.720144277,4.615214243,4.615214243
NP_075568.1,4.601335715,3.789012281,4.27490654,3.866164581,3.866164581
NP_076417.2,4.692294931,4.538674265,4.159429323,4.712876808,4.712876808
NP_076423.2,2.985126497,3.027279675,3.695482224,2.484760818,2.484760818
NP_076424.1,3.633333432,5.001732868,3.147356491,5.009376911,5.009376911
NP_076425.1,3.406790996,4.732676351,3.263765983,4.461788489,4.461788489
NP_076915.2,3.316059878,4.388858111,3.565421683,4.317577467,4.317577467
NP_076931.1,3.121905231,3.82779592,2.744391824,3.892251508,3.892251508
NP_076933.3,2.351529222,0,1.896394917,0,0
NP_076943.1,5.627529519,6.264366581,5.305106778,6.589437811,6.589437811
NP_076945.2,1.191872556,3.16530791,0,3.467936195,3.467936195
NP_076955.1,2.755186493,4.2441887,3.033898441,4.306264002,4.306264002
NP_076956.1,6.67331991,7.032583587,6.443597942,6.971829531,6.971829531
NP_076962.2,4.713564871,5.544461404,5.000731577,5.276740941,5.276740941
NP_076968.2,4.253464935,4.487140617,4.195053233,4.253735234,4.253735234
NP_076970.1,5.593805067,5.118657817,5.01408996,5.383880392,5.383880392
NP_076971.1,3.150616528,3.808076304,2.980459182,3.628712575,3.628712575
NP_076982.3,0.737420375,2.231034024,0,2.199985722,2.199985722
NP_076983.1,3.414045706,3.23785314,3.007426229,3.418442921,3.418442921
NP_076990.4,2.386817972,4.329232405,2.296932847,4.415594127,4.415594127
NP_076991.3,2.958309832,4.400452621,2.007426229,4.114193468,4.114193468
NP_076994.2,4.102441933,3.495890014,4.481357418,3.462425675,3.462425675
NP_076997.1,5.519468197,6.550590614,5.342651147,6.669064114,6.669064114
NP_076999.2,2.577450454,3.552050463,1.461992093,3.455187703,3.455187703
NP_077001.1,5.283122237,3.126640402,4.361063184,4.173249339,4.173249339
NP_077003.1,5.939008517,6.103679254,5.31053045,5.890279697,5.890279697
NP_077005.2,5.83793714,5.899934682,5.892783664,5.828683539,5.828683539
NP_077013.1,1.48528061,1.87288381,1.711970346,1.821168411,1.821168411
NP_077025.2,0,1.110383124,0,1.092129732,1.092129732
NP_077284.2,2.832040558,2.682073267,4.21254066,2.530041697,2.530041697
NP_077285.3,1.228244945,0.899504691,1.296932847,1.072230174,1.072230174
NP_077289.1,1.0802272,2.58344209,0.252538727,2.647512621,2.647512621
NP_077292.2,2.521148858,2.025704394,-0.047021555,2.266683054,2.266683054
NP_077295.1,4.79992679,3.232400428,4.942536699,3.053744604,3.053744604
NP_077297.2,2.04837093,3.988181297,2.381821744,3.808527699,3.808527699
NP_077305.2,6.325096766,6.4859,5.384395688,6.56155783,6.56155783
NP_077310.1,6.615994163,6.273465988,5.926730995,6.106400775,6.106400775
NP_077315.2,4.019259182,4.943829304,3.574466822,4.893669545,4.893669545
NP_077321.3,3.434945229,3.345739877,3.35057081,3.256921887,3.256921887
NP_077719.2,5.681677823,5.819031223,6.104287769,5.788086269,5.788086269
NP_077748.3,1.16710465,2.897783439,2.442363286,2.718222109,2.718222109
NP_078772.1,1.747897509,-0.102790768,1.610090732,-0.143498516,-0.143498516
NP_078789.2,5.150024167,5.871861295,4.994005714,5.789610422,5.789610422
NP_078796.2,4.910146727,5.129943305,4.610090732,5.098838998,5.098838998
NP_078804.2,1.477746938,3.35956171,0,3.226735775,3.226735775
NP_078805.3,6.321330965,7.441275384,6.654484852,7.426874094,7.426874094
NP_078812.2,1.492775147,2.037216711,1.159429323,2.288886226,2.288886226
NP_078813.1,3.460013852,2.59552682,3.147356491,2.356261662,2.356261662
NP_078822.3,3.173336604,2.77626562,3.229818651,2.846773227,2.846773227
NP_078824.2,4.514721226,5.163398952,4.500466241,5.005447247,5.005447247
NP_078837.3,3.85014482,1.133969944,3.195053233,1.212160436,1.212160436
NP_078846.2,5.659374049,5.177418499,5.39719697,5.000629744,5.000629744
NP_078849.1,4.329027223,2.703907638,4.519325268,2.906681716,2.906681716
NP_078851.2,3.721028941,0,3.64485615,0,0
NP_078856.4,3.000104229,5.884301221,2.442363286,5.837961353,5.837961353
NP_078862.4,5.535280378,3.717957321,5.705809361,3.569219532,3.569219532
NP_078867.2,3.793113876,3.145620304,3.829967556,3.000337256,3.000337256
NP_078878.3,1.510112464,2.579868407,1.500466241,2.462000915,2.462000915
NP_078880.2,6.836281161,5.982981904,6.940789037,5.918649198,5.918649198
NP_078888.4,-0.465475871,2.879875884,0,2.476373033,2.476373033
NP_078889.1,3.422572684,0,3.736354504,0,0
NP_078895.2,5.120696437,4.754397843,5.010761942,4.734316085,4.734316085
NP_078916.3,2.351529222,2.623568422,0.952978446,3.057123282,3.057123282
NP_078922.1,2.502707682,1.678067633,2.318627918,1.763047308,1.763047308
NP_078929.1,2.917126397,3.410345886,2.481357418,3.373980387,3.373980387
NP_078930.3,3.704986948,4.912064837,2.896394917,5.002383425,5.002383425
NP_078932.2,7.311387677,7.381102012,7.428711876,7.368211635,7.368211635
NP_078934.3,5.580384551,6.197088048,5.272129456,6.28108169,6.28108169
NP_078938.2,7.029279061,7.827061279,7.133652688,7.748056558,7.748056558
NP_078939.3,2.699059901,3.014628998,3.285961729,2.595017529,2.595017529
NP_078940.2,5.780411777,4.949794588,5.490943467,5.073898995,5.073898995
NP_078942.3,3.390166071,4.383128251,4.258163276,4.58393403,4.58393403
NP_078943.1,1.551369801,1.696666169,1.340001568,2.226235621,2.226235621
NP_078944.2,1.43169957,2.871130484,1.924964069,3.071116554,3.071116554
NP_078954.4,2.256403215,4.275897559,1.159429323,4.088006565,4.088006565
NP_078958.2,3.507648423,4.43883613,3.852451569,4.336701736,4.336701736
NP_078959.3,2.16710465,3.012509725,2.296932847,3.020669514,3.020669514
NP_078975.2,3.018393998,0.953527665,3.980459182,0.565270186,0.565270186
NP_078976.2,-0.062592572,2.168642522,1.007426229,2.141771108,2.141771108
NP_078986.1,0.043276063,0,0,0,0
NP_078994.3,5.742930356,6.263921236,5.746394177,6.309690973,6.309690973
NP_079021.3,4.266275961,4.068154888,3.007426229,4.079170893,4.079170893
NP_079023.2,3.410093114,2.128109293,2.661929663,2.066653457,2.066653457
NP_079031.2,7.472386683,7.909700331,7.309176442,7.789144879,7.789144879
NP_079033.4,5.153574689,4.373458815,5.381821744,4.355118389,4.355118389
NP_079047.2,2.704449131,1.863508017,2.807127579,1.536511193,1.536511193
NP_079051.9,0.9664073,0,1.340001568,0,0
NP_079055.3,-0.371761435,3.517347322,0,3.222729677,3.222729677
NP_079058.1,1.477746938,-0.391786968,-0.047021555,-0.273266391,-0.273266391
NP_079079.1,1.340495171,1.889146245,1.574466822,1.604285409,1.604285409
NP_079081.2,2.953791523,3.19411083,2.91075021,2.945484391,2.945484391
NP_079087.3,5.48434105,6.499630328,5.171401964,6.422596452,6.422596452
NP_079089.2,1.860320042,4.47545571,2.296932847,4.487267674,4.487267674
NP_079090.2,2.518703612,2.875218268,0.896394917,2.549363795,2.549363795
NP_079092.2,5.216411042,5.420871067,5.138235101,5.604092935,5.604092935
NP_079094.1,3.721560614,5.266035401,3.50992657,5.188862935,5.188862935
NP_079100.2,6.130038203,6.495036433,5.865407225,6.313463035,6.313463035
NP_079104.3,2.505180168,2.58843042,0,2.468782103,2.468782103
NP_079105.4,5.214901354,5.470542845,4.601266882,5.665148564,5.665148564
NP_079106.3,6.481911016,7.326142779,6.321317005,7.143791852,7.143791852
NP_079107.6,1.993075251,3.822362034,2.340001569,3.146008101,3.146008101
NP_079108.3,0,2.519960563,0,2.294622596,2.294622596
NP_079110.1,5.04008261,5.217643318,4.740378761,5.209379458,5.209379458
NP_079112.1,-0.275253455,0,0,0,0
NP_079114.3,3.256403215,4.741180278,2.695482223,4.561309999,4.561309999
NP_079120.1,4.994175789,5.405205818,5.232678305,5.325421083,5.325421083
NP_079130.2,4.324484399,4.652607152,4.053438627,4.668834082,4.668834082
NP_079131.3,4.205239779,5.647921552,4.085428741,5.346054547,5.346054547
NP_079140.2,2.592643009,2.054829724,2.085428742,1.911045023,1.911045023
NP_079152.3,3.618565558,0.033041036,3.296932847,0.171172024,0.171172024
NP_079157.3,0.070243111,4.472567816,0.159429323,4.30294746,4.30294746
NP_079160.1,3.31253509,4.569454384,3.135181777,4.639082904,4.639082904
NP_079170.2,5.876882233,4.836058371,5.824291371,4.917875096,4.917875096
NP_079172.2,6.109974543,2.357475986,6.487356158,2.866806492,2.866806492
NP_079177.2,4.135933491,5.074517671,4.476540401,4.972575226,4.972575226
NP_079184.2,2.534524129,0,1.537940946,0,0
NP_079189.4,3.073578824,2.766866922,3.159429323,3.164400019,3.164400019
NP_079199.2,7.270642254,7.073533275,7.120589581,6.979083663,6.979083663
NP_079221.2,0,0.964532257,0,1.120397457,1.120397457
NP_079224.1,0.222246204,0,0,0,0
NP_079229.2,5.744108334,6.03460833,5.890974641,5.993887481,5.993887481
NP_079231.4,3.540563046,3.713724154,3.994005713,3.759595057,3.759595057
NP_079285.2,4.194172893,1.851701936,4.556319476,1.939394492,1.939394492
NP_079291.2,2.202576224,4.425159314,-0.162498772,4.551162044,4.551162044
